Elapsed time;/;/?SHOPPING_ID;/best-sellers;/buy-confirm;/buy?RETURNING_FLAG=N;/buy?RETURNING_FLAG=Y;/customer-registration?SHOPPING_ID=;/new-products;/order-inquiry;/product-detail;/search;/search?C_ID;/search?searchField=&keyword=&C_ID=;/shopping-cart?ADD_FLAG=N;/shopping-cart?I_ID=&QTY=1&ADD_FLAG=Y
14:37:28,0;16.0;5.0;599.8;;;;;19.0;;;;;;;
14:37:28,500;13.0;;;;;;;;;9.0;;;;;
14:37:29,0;16.0;;;;;;;15.0;;;;;;;
14:37:29,500;;;200.0;;;;;;;;;4.0;;;
14:37:30,0;16.0;;;;;;;;;;;3.0;;;
14:37:30,500;;4.0;203.0;;;;;;;9.0;;;;;
14:37:31,0;15.0;;;;;;;13.5;1.0;14.0;;;3.0;;
14:37:31,500;14.857142857142858;4.5;;2.0;;;;12.0;;11.875;3.3333333333333335;5.75;3.5;;
14:37:32,0;44.1;18.333333333333332;402.0;;2.0;;;26.75;;25.3;5.0;7.7;14.333333333333334;;106.0
14:37:32,500;18.5;;751.0;4.0;;;;14.0;2.0;11.0;3.5;7.333333333333333;4.0;;
14:37:33,0;16.0;;983.0;;;;;17.0;;14.0;3.0;;3.0;;
14:37:33,500;22.0;5.0;858.8333333333334;;;;;21.0;;16.5;2.5;3.0;3.0;;
14:37:34,0;16.0;;;;;;;;;;3.0;;2.0;;
14:37:34,500;14.5;5.25;241.0;;;;2.0;13.0;;9.5;;;3.3333333333333335;;88.0
14:37:35,0;16.0;4.5;204.0;;2.0;;;;;9.0;;3.0;3.0;;88.0
14:37:35,500;15.0;;;;2.0;;;;;;;;;;85.0
14:37:36,0;18.0;;;;;;;;;;;;;;
14:37:36,500;;;200.0;;;;;12.0;;;;3.0;;;
14:37:37,0;;;;;;;;;;9.0;;;;;
14:37:37,500;;5.0;;;;;;;2.0;9.0;;;;;
14:37:38,0;13.0;4.0;204.0;;;;;;2.0;;;3.0;4.0;;
14:37:38,500;13.5;4.0;;;2.0;;;;;8.0;2.8;3.0;3.0;;
14:37:39,0;23.375;4.666666666666667;210.0;;;;;21.0;1.0;12.125;4.5;2.6666666666666665;4.666666666666667;;82.0
14:37:39,500;16.0;14.0;404.0;;;;;12.0;;19.5;3.0;3.0;;;
14:37:40,0;14.0;;;;;;;12.0;;12.0;;2.5;3.0;;
14:37:40,500;14.5;;;;;;;;;;3.5;3.0;3.0;96.0;
14:37:41,0;;;;;;;;;;;;;3.0;;
14:37:41,500;;1017.25;;;969.0;;1132.0;;;;2235.0;1942.8333333333333;2038.6363636363637;;2896.0
14:37:42,0;;10.5;;;;;;;;;3.5;3.3333333333333335;3.0;;1068.0
14:37:42,500;;;;;;;;;;;;;3.0;;
14:37:44,500;;6.0;;;;;;;;;;;6.0;;
14:37:45,0;;4.0;;;;;;;;;3.0;4.0;;;
14:37:45,500;4524.892857142858;;3850.1111111111113;;;;;3620.1;2.0;4593.421052631579;3.5;3.3333333333333335;;4450.6;
14:37:46,0;18.25;4.25;215.0;;;;3.0;19.25;;9.875;2.5;3.0;3.0;113.0;93.0
14:37:46,500;15.333333333333334;4.0;201.0;;;;;12.333333333333334;;9.5;;2.3333333333333335;;;
14:37:47,0;17.5;;;;;;;;;8.5;3.0;3.0;;;
14:37:47,500;15.0;;201.0;;;;;;;13.333333333333334;;;3.0;81.0;
14:37:48,0;17.0;;;;;;;;;;;3.0;;;
14:37:48,500;16.75;20.25;;2.0;2.0;;3.0;11.5;;11.142857142857142;4.333333333333333;14.0;27.0;;
14:37:49,0;17.0;5.0;552.3333333333334;;;;;11.0;;;;3.25;3.0;98.0;
14:37:49,500;;;404.5;;;;;;;;;;;;
14:37:50,0;18.0;;;;;;;;;;;;;;
14:37:51,0;17.0;;;;;;;;;;;;;;
14:37:51,500;;;;;;;;;2.0;;;3.0;;;
14:37:52,0;17.0;5.0;;;;;;;;;;;;;
14:37:52,500;22.0;8.5;198.0;;2.0;;;17.5;1.6666666666666667;27.0;16.2;9.3;11.75;;
