Elapsed time;/;/?SHOPPING_ID;/best-sellers;/buy-confirm;/buy?RETURNING_FLAG=N;/buy?RETURNING_FLAG=Y;/customer-registration?SHOPPING_ID=;/new-products;/order-inquiry;/product-detail;/search;/search?C_ID;/search?searchField=&keyword=&C_ID=;/shopping-cart?ADD_FLAG=N;/shopping-cart?I_ID=&QTY=1&ADD_FLAG=Y
18:55:01,0;525.5;;;;;;;432.0;39.0;469.0;30.0;43.5;99.0;;
18:55:01,500;;77.0;609.0;;;;;;;405.0;;;;;
18:55:02,0;546.25;;585.0;;;;;;;379.5;76.0;58.0;54.0;;
18:55:02,500;436.6666666666667;;510.0;;;;;427.0;34.0;288.0;74.0;;28.0;395.0;
18:55:03,0;458.0;68.0;;;;;29.0;391.0;;;76.0;29.5;;;
18:55:03,500;543.0;;532.0;;;;;410.0;;319.0;37.0;43.5;;;
18:55:04,0;563.25;;487.0;;;;;;;335.0;34.0;34.5;;;
18:55:04,500;;;481.0;;38.0;;;;;281.0;43.5;;106.0;408.0;44.0
18:55:05,0;561.6666666666666;41.0;639.0;;;;;;;370.0;71.0;33.0;;595.0;
18:55:05,500;427.5;75.5;538.0;;29.0;;;;;271.5;31.0;44.333333333333336;;;
18:55:06,0;508.0;;568.0;;;;;;;292.6;70.0;28.0;;;
18:55:06,500;507.0;40.0;527.5;;;;;368.5;;279.5;;;;;86.0
18:55:07,0;514.0;38.0;;;32.0;;;395.0;27.0;;67.0;66.0;49.5;;
18:55:07,500;480.5;;;;;;;455.0;;301.6666666666667;42.666666666666664;47.5;;;
18:55:08,0;465.0;;;;;;;428.0;;281.25;37.0;56.0;34.0;;
18:55:08,500;;45.0;493.0;;;;29.0;361.0;;282.6666666666667;73.0;30.0;32.0;;
18:55:09,0;532.0;84.5;;;;;;;;331.0;36.0;;40.0;;50.0
18:55:09,500;497.5;;530.0;;;;;499.0;;283.0;35.0;28.0;33.5;;69.0
18:55:10,0;443.75;;;;;41.0;;376.0;45.5;292.0;;72.0;;;
18:55:10,500;477.0;;534.0;;;;;451.0;;305.0;51.0;67.0;;;
18:55:11,0;560.3333333333334;;593.0;;;;;;28.0;316.0;54.5;31.0;57.333333333333336;;
18:55:11,500;484.5;52.0;;;;;;;;267.5;;59.0;66.0;;
18:55:12,0;476.0;;494.0;;;;;369.5;;296.0;56.0;33.75;59.0;;
18:55:12,500;;66.0;512.6666666666666;;;;;;;283.25;61.0;37.0;29.0;383.0;
18:55:13,0;526.0;;;;;;;;;335.0;;32.5;;;62.0
18:55:13,500;;;538.0;;;;;397.5;32.0;304.3333333333333;37.25;;33.0;;
18:55:14,0;477.0;38.0;;;;;;;;322.0;59.0;;29.0;;
18:55:14,500;512.5;84.0;;;37.0;;;;;323.5;33.0;38.0;63.0;425.0;
18:55:15,0;536.0;;628.0;;;;;519.5;;356.5;32.0;32.0;55.0;;93.0
18:55:15,500;448.0;71.0;;;;29.0;;408.0;;370.5;;;;;89.0
18:55:16,0;474.75;48.0;482.5;;;;;;;258.0;28.0;30.0;42.0;;
18:55:16,500;;;550.0;;;;;431.0;;;31.0;69.33333333333333;42.0;;
18:55:17,0;503.0;;;82.0;;;;445.0;;300.0;37.0;;35.0;;
18:55:17,500;482.3333333333333;;573.0;;;;;433.0;;275.0;42.0;;31.0;437.0;40.0
18:55:18,0;524.0;42.0;556.0;;;;;433.0;26.0;292.0;35.0;82.0;60.5;;
18:55:18,500;529.0;;587.5;;29.0;;;473.0;;388.0;37.0;;35.5;;
18:55:19,0;547.5;66.0;618.0;;;;;368.0;;315.8;56.0;31.0;;;
18:55:19,500;546.0;51.0;514.0;;;;;526.5;;395.0;51.333333333333336;36.0;;;
